Year,Province,GDP,CPI,Population,Graduations_College,Graduations_University,Total_retail_sales,First_industry,Second_industry,Third_industry,Natural_Population_growth_rate,unemployment_rate
2013,Guizhou,7973.1,102.5431339,3632,4.7869,5.3041,2601.19742,999.3,3171,3802.7,5.9,3.26
2013,Liaoning,19208.8,102.4274415,4365,9.6707,15.7724,10581.43795,1973.4,9204.2,8031.2,-0.03,3.35
2013,Chongqing,13027.6,102.652756,3011,7.4978,9.5437,5055.76827,941.2,5988.6,6097.7,3.6,3.4
2013,Shannxi,15905.4,103.0460652,3804,12.7705,15.3663,5245.04118,1463.5,8418,6023.9,3.86,3.32
2013,Qinghai,1713.3,103.948384,571,0.5817,0.7403,549.58162,204.7,681,827.6,8.03,3.31
2013,Heilongjiang,11849.1,102.2442969,3666,6.6671,12.1406,6251.17212,2539.6,5202.7,4106.9,0.78,4.44
2014,Shanghai,25269.8,102.7,2467,4.5779,9.2992,9303.490699,132,8633.3,16504.5,3.14,4.06
2014,Yunnan,14041.7,102.4,4653,5.7802,9.121,4632.867387,2007.4,5376.5,6657.7,6.2,3.98
2014,Neimenggu,12158.2,101.6,2449,5.5147,5.6653,5657.555293,1638,5114.4,5405.8,3.56,3.59
2014,Beijing,22926,101.6,2171,3.8083,12.252,9637.99589,159.2,4433,18333.9,4.83,1.31
2014,Jilin,9966.5,102,2642,4.8231,11.2006,6080.89982,1270.2,3804.9,4891.5,0.4,3.4
2014,Sichuan,28891.3,101.6,8139,19.1134,18.359,12392.98466,3524.7,13082.7,12283.9,3.2,4.15
2014,Tianjin,10640.6,101.9,1429,5.7997,7.9342,4738.65431,158.8,4615.5,5866.3,2.14,3.5
2014,Ningxia,2473.9,101.9,678,1.3157,1.5701,737.1768182,216.9,1113.7,1143.4,8.57,4.02
2014,Anhui,22519.7,101.6,5997,15.2642,14.3683,7957.033343,2295,10982.6,9242.1,6.97,3.21
2014,Shandong,50774.8,101.9,9808,25.1897,23.2438,25111.52629,4662.8,23588,22524,7.39,3.3
2014,Shanxi,12094.7,101.7,3528,10.1829,9.1936,5717.888137,736.6,6378,4980.1,4.99,3.4
2014,Guangdong,68173,102.3,11489,26.0749,23.2597,28471.14511,3038.7,31930.4,33204,6.1,2.44
2014,Guangxi,13587.8,102.1,4770,10.9871,8.1127,5772.831668,2413.4,5145.6,6028.8,7.86,3.15
2014,Xinjiang,9264.5,102.1,2325,4.033,3.3493,2436.497347,1406.7,3829.3,4028.5,11.47,3.17
2014,Jiangsu,64830.5,102.2,8281,24.5217,25.6398,23458.07036,3607.4,31048.8,30174.3,2.43,3.01
2014,Jiangxi,15667.8,102.3,4480,12.2573,11.704,5292.628988,1626.9,8238.7,5802.3,6.98,3.27
2014,Hebei,25208.9,101.7,7323,17.2113,16.1591,11820.4578,3164.7,11476.9,10567.3,6.95,3.59
2014,Henan,34574.8,101.9,9645,24.5788,22.5882,14004.95412,3988.2,17139.6,13446.9,5.78,2.97
2014,Zhejiang,40023.5,102.1,5890,12.6958,14.6082,17835.33555,1726.6,19580.7,18716.2,5,2.96
2014,Hainan,3449,102.4,936,2.3236,2.5969,1224.504063,793.2,826.5,1829.3,8.61,2.26
2014,Hubei,28242.1,102,5816,18.265,21.4485,12449.2716,3001.6,13007.9,12232.6,4.9,3.1
2014,Hunan,25881.3,101.9,6611,14.878,15.8023,10723.4547,2671,11825.1,11385.2,6.63,4.14
2014,Gansu,6518.4,102.1,2531,5.7517,6.8865,2668.33109,695.8,2823.3,2999.4,6.1,2.19
2014,Fujian,24942.1,102,3945,8.9519,11.4131,9346.736536,1855.9,13165.1,9921.2,7.5,3.47
2014,Xizang,939.7,102.9,325,0.4487,0.5073,364.5084244,88.1,310.3,541.3,10.55,2.47
2014,Guizhou,9173.1,102.4,3677,5.9238,5.9591,2936.8519,1281.5,3582.4,4309.3,5.8,3.27
2014,Liaoning,20025.7,101.7,4358,9.9962,16.7502,11856.98493,2002,9038.8,8984.9,0.26,3.38
2014,Chongqing,14623.8,101.8,3043,8.3136,10.4418,5710.665977,990.8,6774.6,6858.5,3.62,3.46
2014,Shannxi,17402.5,101.6,3827,13.5659,17.1687,5918.705211,1566.9,9045,6790.6,3.87,3.34
2014,Qinghai,1847.7,102.8,576,0.6063,0.7899,620.8264305,215.9,714.8,917,8.49,3.15
2014,Heilongjiang,12170.8,101.5,3608,7.0209,12.7251,7015.3,2691,4872.4,4607.4,0.91,4.47
2015,Shanghai,26887,102.4,2458,4.7145,9.4986,11605.7,125.5,8408.7,18352.8,2.45,4.04
2015,Yunnan,14960,101.9,4663,6.7522,8.7626,6390.8,2079.3,5491.7,7389,6.4,3.96
2015,Neimenggu,12949,101.1,2440,5.8022,5.7474,4103.5,1630.2,5269.5,6049.2,2.4,3.65
2015,Beijing,24779.1,101.8,2188,3.6989,12.5413,12271.9,140.4,4419.8,20218.9,3.01,1.39
2015,Jilin,10018,101.7,2613,5.2102,11.6724,3571.7,1270.6,3837.8,4909.6,0.34,3.5
2015,Sichuan,30342,101.5,8196,18.556,19.2517,13834.4,3661,13192.5,13488.6,3.36,4.12
2015,Tianjin,10879.5,101.7,1439,5.979,8.4014,3963.2,162.3,4489.6,6227.6,0.23,3.5
2015,Ningxia,2579.4,101.1,684,1.2843,1.7905,1039.8,236.8,1116.8,1225.8,8.04,4.02
2015,Anhui,23831.2,101.3,6011,16.376,15.016,11190.8,2376.1,10838.3,10616.8,6.98,3.14
2015,Shandong,55288.8,101.2,9866,27.7694,24.2723,21550.9,4902.8,24814.9,25571.1,5.88,3.35
2015,Shanxi,11836.4,100.6,3519,9.8856,10.2187,5345.1,726.2,5219.7,5890.5,4.42,3.51
2015,Guangdong,74732.4,101.5,11678,26.4535,24.4017,30326.8,3189.8,33913.8,37628.9,6.8,2.45
2015,Guangxi,14797.8,101.5,4811,11.153,8.7776,5771.5,2565.5,5391,6841.4,7.9,2.92
2015,Xinjiang,9306.9,100.6,2385,4.3081,3.5659,2769.6,1409.7,3446.1,4451.2,11.08,2.86
2015,Jiangsu,71255.9,101.7,8315,24.4316,25.5451,26710.1,3952.5,33371.8,33931.7,2.02,3
2015,Jiangxi,16780.9,101.5,4485,13.7239,12.413,6419.8,1714.5,8367.7,6698.8,6.96,3.35
2015,Hebei,26398.4,100.9,7345,17.2606,16.6977,9367.5,3100.5,11519.5,11778.4,5.56,3.6
2015,Henan,37084.1,101.3,9701,24.6943,24.8658,15475.8,4015.6,17947.9,15120.7,5.65,2.96
2015,Zhejiang,43507.7,101.4,5985,13.0773,15.2579,18910.7,1771.4,20606.6,21129.8,5.02,2.93
2015,Hainan,3734.2,101,945,2.5517,2.6314,1409.4,835.4,882.9,2016,8.57,2.29
2015,Hubei,30344,101.5,5850,18.101,22.2652,14847.9,3109.9,13569.5,13664.6,4.91,2.64
2015,Hunan,28538.6,101.4,6615,15.749,16.723,11241.4,2747.9,12665.7,13125,6.72,4.09
2015,Gansu,6556.6,101.6,2523,5.0038,7.2239,2737.1,733.4,2505.4,3317.8,6.21,2.14
2015,Fujian,26819.5,101.7,3984,9.2254,11.7617,12273,1932.8,13735.7,11150.9,7.8,3.66
2015,Xizang,1043,102,330,0.3937,0.5248,477.1,93.6,341.8,607.6,10.65,2.48
2015,Guizhou,10541,101.8,3708,5.2897,6.5494,4925.2,1642,4026.7,4872.3,5.8,3.29
2015,Liaoning,20210.3,101.4,4338,9.9976,17.3827,8364.8,2053.7,8344.6,9811.9,-0.42,3.42
2015,Chongqing,16040.5,101.3,3070,8.205,11.3867,7667.6,1067.7,7208,7764.8,3.86,3.58
2015,Shannxi,17898.8,101,3846,13.8799,18.9647,6859.1,1599.7,8664.6,7634.5,3.82,3.36
2015,Qinghai,2011,102.6,577,0.6231,0.851,694.6,208.9,761.1,1041,8.55,3.17
2015,Heilongjiang,11690,101.1,3529,7.3249,13.0224,4471,2712.2,3926.9,5050.9,-0.6,4.47
2016,Shanghai,29887,103.2,2467,4.9776,9.6508,12588.2,114.3,8570.2,21202.4,4,4.08
2016,Yunnan,16369,101.5,4677,8.0191,9.9316,7222.7,2225.5,5747.4,8396.1,6.61,3.6
2016,Neimenggu,13789.3,101.2,2436,6.2918,5.9754,4415.9,1650.6,5579.8,6558.9,3.34,3.65
2016,Beijing,27041.2,101.4,2195,3.5156,12.7542,13134.9,129.8,4665.8,22245.7,4.12,1.41
2016,Jilin,10427,101.6,2567,5.6198,11.8274,3812.9,1130.1,3901.4,5395.5,-0.05,3.45
2016,Sichuan,33138.5,101.9,8251,20.9484,19.4606,15519.7,3900.6,13450.1,15787.8,3.49,4.15
2016,Tianjin,11477.2,102.1,1443,6.1896,8.3379,4188.1,168.5,4368,6940.8,1.83,3.5
2016,Ningxia,2781.4,101.5,695,1.4354,1.8154,1130.6,241,1179.7,1360.7,8.97,3.92
2016,Anhui,26307.7,101.8,6033,17.3053,15.5487,12662.5,2489.8,11517.5,12300.5,7.06,3.2
2016,Shandong,58762.5,102.1,9973,33.2079,25.2214,23482.1,4830.3,25565,28367.2,10.84,3.46
2016,Shanxi,11946.4,101.1,3514,9.8493,11.4091,5699.2,724.3,5113.6,6108.5,4.77,3.52
2016,Guangdong,82163.2,102.3,11908,27.6459,25.7466,33303.2,3500.5,35499.2,43163.5,7.44,2.47
2016,Guangxi,16116.6,101.6,4857,12.6945,9.5768,6349.8,2800.3,5621,7695.3,7.87,2.93
2016,Xinjiang,9630.8,101.4,2428,4.5171,3.8343,3005.2,1473.2,3446.1,4711.6,11.08,2.48
2016,Jiangsu,77350.9,102.3,8381,24.5611,26.4573,29612.5,4039.8,35041.5,38269.6,2.73,3
2016,Jiangxi,18388.6,102,4496,17.4567,12.523,7198.5,1794.1,8732.5,7862,7.29,3.35
2016,Hebei,28474.1,101.5,7375,16.06,17.3349,10191.4,3082.5,12332.3,13059.3,6.06,3.68
2016,Henan,40249.3,101.9,9778,25.5595,25.9373,17274.5,4063.6,18986.9,17198.8,6.15,3
2016,Zhejiang,47254,101.9,6072,13.3361,15.3876,20916.7,1890.4,21571.3,23792.4,5.7,2.87
2016,Hainan,4090.2,102.8,957,2.6416,2.5521,1547.3,924.7,904,2261.5,8.57,2.36
2016,Hubei,33353,102.2,5885,18.6135,21.9946,16601.9,3406.5,14527,15419.5,5.07,2.41
2016,Hunan,30853.5,101.9,6625,17.1657,16.8539,12500,2915.6,12942,14995.9,6.56,4.19
2016,Gansu,6907.9,101.3,2520,5.5458,7.2533,2984.2,800.8,2483.5,3623.7,6,2.2
2016,Fujian,29609.4,101.7,4016,8.7427,12.7992,13703,2145.1,14683.7,12780.6,8.3,3.86
2016,Xizang,1173,102.5,340,0.3546,0.5569,539.1,110.5,390.4,672.1,10.68,2.58
2016,Guizhou,11792.4,101.4,3758,7.6081,7.6587,5651.9,1861.8,4468.7,5461.8,6.5,3.24
2016,Liaoning,20392.5,101.6,4327,9.7297,18.3155,8597.1,1841.2,7865.7,10685.6,-0.18,3.81
2016,Chongqing,18023,101.8,3110,9.3949,10.9876,8728.4,1237,7765.4,9020.7,4.53,3.67
2016,Shannxi,19045.8,101.3,3874,13.4262,17.7571,7680.7,1696.1,8906.5,8443.2,4.41,3.3
2016,Qinghai,2258.2,101.8,582,0.6815,0.8479,769.9,221.2,867.7,1169.3,8.52,3.12
2016,Heilongjiang,11895,101.5,3463,7.264,12.8515,4794.1,2751.2,3689.7,5454,-0.49,4.22
2017,Shanghai,32925,101.7,2466,4.9374,9.4853,13699.5,110.8,9525.9,23288.3,2.8,3.92
2017,Yunnan,18486,100.9,4693,9.4604,9.8795,8194.8,2338.4,6317.8,9829.8,6.85,3.2
2017,Neimenggu,14898.1,101.7,2433,6.7211,6.0747,4642.6,1649.8,5874.3,7374,3.73,3.63
2017,Beijing,29883,101.9,2194,3.043,12.778,13933.7,121.9,5049.4,24711.7,3.76,1.43
2017,Jilin,10922,101.6,2526,5.4357,11.6748,3992.3,1095.4,3995.5,5831.2,0.26,3.52
2017,Sichuan,37905.1,101.4,8289,21.7103,19.6688,17404.4,4262.5,14569.2,19073.5,4.23,4.01
2017,Tianjin,12450.6,102.1,1410,6.0325,8.3296,4210.4,169,4564.1,7717.5,2.6,3.5
2017,Ningxia,3200.3,101.6,705,1.3697,1.8912,1253.7,250.6,1406,1543.7,8.69,3.87
2017,Anhui,29676.2,101.2,6057,18.498,15.7679,14328.8,2582.3,12681.2,14412.7,8.17,2.88
2017,Shandong,63012.1,101.5,10033,35.1181,24.8133,25527.9,4832.7,26925.6,31253.8,10.14,3.4
2017,Shanxi,14484.3,101.1,3510,10.0467,11.8607,6058.5,719.2,6635.3,7129.8,5.61,3.43
2017,Guangdong,91648.7,101.5,12141,28.2003,26.7581,36598.6,3611.4,38536.6,49500.7,9.16,2.47
2017,Guangxi,17790.7,101.6,4907,12.4771,10.3506,7038,2878.3,6138.3,8774.1,8.92,2.21
2017,Xinjiang,11159.9,102.2,2480,4.9431,3.808,3249.8,1551.8,4096.2,5511.9,11.4,2.58
2017,Jiangsu,85869.8,101.7,8423,24.416,27.3758,32818.2,4045.2,39124.1,42700.5,2.68,2.98
2017,Jiangxi,20210.8,102,4511,18.4537,12.899,8118,1835.3,9444.6,8930.9,7.71,3.34
2017,Hebei,30640.8,101.7,7409,17.0284,17.5493,11138.5,3130,12778,14732.8,6.6,3.68
2017,Henan,44824.9,101.4,9829,30.2985,26.7607,19289.1,4139.3,20940.3,19745.3,5.98,2.76
2017,Zhejiang,52403.1,102.1,6170,13.5623,15.7909,23121.3,1933.9,23246.7,27222.5,6.36,2.73
2017,Hainan,4497.5,102.8,972,2.597,2.6056,1729.4,962.8,996.4,2538.4,8.72,2.33
2017,Hubei,37235,101.5,5904,17.551,21.1687,18519.7,3529,15713.9,17992.2,5.59,2.59
2017,Hunan,33828.1,101.4,6633,18.7938,16.9664,13793.7,2998.4,13459.8,17369.9,6.19,4.02
2017,Gansu,7336.7,101.4,2522,5.2782,7.367,3206.2,859.8,2515.8,3961.2,6.02,2.71
2017,Fujian,33842.4,101.2,4065,8.7962,12.7389,15393.9,2215.1,16290,15337.3,8.8,3.87
2017,Xizang,1349,101.6,349,0.3745,0.5691,618.8,118.2,469.6,761.2,11.05,2.68
2017,Guizhou,13605.4,100.9,3803,9.3408,7.2713,6449.4,2032.3,4970.9,6602.3,7.1,3.23
2017,Liaoning,21693,101.4,4312,10.0706,18.7254,8696.4,1902.3,8328.9,11461.8,-0.44,3.8
2017,Chongqing,20066.3,101,3144,9.798,11.0511,9769.4,1276.1,8455,10335.2,3.91,3.35
2017,Shannxi,21473.5,101.6,3904,14.2914,17.5165,8611.2,1741.1,10114.1,9618.3,4.87,3.28
2017,Qinghai,2465.1,101.5,586,0.9789,0.8651,842.9,238.4,975.7,1251,8.25,3.05
2017,Heilongjiang,12313,101.3,3399,7.7127,12.7718,5077.4,2965.3,3519.5,5828.2,-0.41,4.21
2018,Shanghai,36011.8,101.6,2475,4.8772,9.5125,14874.8,104.8,10360.8,25546.3,1.8,3.53
2018,Yunnan,20880.6,101.6,4703,9.7195,10.5207,9197.3,2498.7,7267.5,11114.5,6.87,3.4
2018,Neimenggu,16140.8,101.8,2422,6.7517,6.3486,4852.3,1750.7,6335.4,8054.7,2.4,3.58
2018,Beijing,33106,102.5,2192,2.7231,12.866,14422.3,120.6,5477.4,27508.1,2.66,1.4
2018,Jilin,11253.8,102.1,2484,5.679,12.0524,4073.8,1160.7,4051.5,6041.6,0.36,3.46
2018,Sichuan,42902.1,101.7,8321,20.6214,21.8432,19340.7,4427.4,16056.9,22417.7,4.04,3.47
2018,Tianjin,13362.9,102,1383,5.9287,8.4263,4231.2,175.3,4835.3,8352.3,1.25,3.51
2018,Ningxia,3510.2,102.3,710,1.4517,1.8953,1330.1,279.4,1488.1,1742.7,7.78,3.89
2018,Anhui,34010.9,102,6076,16.5442,16.2461,16156.2,2638,14094.4,17278.5,6.45,2.83
2018,Shandong,66648.9,102.5,10077,33.8566,25.4321,27480.3,4950.5,27523.7,34174.7,6.08,3.35
2018,Shanxi,15958.1,101.8,3502,9.2082,12.2914,6523.3,740.8,7074.5,8142.9,4.31,3.26
2018,Guangdong,99945.2,102.2,12348,26.5909,28.071,39767.1,3836.4,41398.5,54710.4,8.24,2.41
2018,Guangxi,19627.8,102.3,4947,13.2413,11.6638,7663.5,3021.1,6692.9,9913.9,8.16,2.34
2018,Xinjiang,12809.4,102,2520,5.1042,4.0535,3429.1,1692.1,4657.2,6460.1,6.13,2.36
2018,Jiangsu,93207.6,102.3,8446,23.357,28.028,35472.6,4141.7,42129.4,46936.5,2.29,2.97
2018,Jiangxi,22716.5,102.1,4513,18.1262,12.5416,9045.7,1877.3,10081.2,10758,7.37,3.44
2018,Hebei,32494.6,102.4,7426,18.6379,17.9815,11973.9,3338.6,12904.1,16252,4.88,3.3
2018,Henan,49935.9,102.3,9864,32.3588,28.3258,21268,4311.1,22038.6,23586.2,4.92,3.02
2018,Zhejiang,58002.8,102.3,6273,13.6029,16.0982,25161.9,1975.9,25308.1,30718.8,5.44,2.6
2018,Hainan,4910.7,102.5,982,2.5953,2.6958,1852.7,986,1053.1,2871.6,8.47,2.3
2018,Hubei,42022,101.9,5917,17.9705,21.5663,20598.2,3548.2,17573.9,20899.9,4.54,2.55
2018,Hunan,36329.7,102,6635,19.9896,17.2759,15134.3,3084.2,13904.1,19341.4,5.11,3.58
2018,Gansu,8104.1,102,2515,5.5309,7.1856,3435.6,926.1,2761.6,4416.4,4.42,2.78
2018,Fujian,38687.8,101.5,4104,8.3306,12.8635,17178.4,2379,18847.8,17461,7,3.71
2018,Xizang,1548.4,101.7,354,0.3991,0.608,711.8,128.3,582.7,837.3,10.64,2.83
2018,Guizhou,15353.2,101.8,3822,10.8651,7.0255,7105,2156,5506.2,7691,7.05,3.16
2018,Liaoning,23510.5,102.5,4291,9.3489,17.5324,9112.8,2020.6,9049,12441,-1,3.94
2018,Chongqing,21588.8,102,3163,9.6521,11.4242,10705.2,1378.7,8842.2,11367.9,3.48,2.96
2018,Shannxi,23941.9,102.1,3931,13.657,16.6474,9510.3,1830.2,11215.3,10896.4,4.43,3.21
2018,Qinghai,2748,102.5,587,1.0887,0.8801,899.9,268.1,1093.7,1386.2,8.06,2.97
2018,Heilongjiang,12846.5,102,3327,7.3465,12.6157,5275,3001.2,3536,6309.3,-0.69,3.99
2019,Shanghai,37987.55,102.5,2481,4.6161,10.0282,15847.6,107.06,10193.6,27686.89,1.5,3.55
2019,Yunnan,23223.75,102.5,4714,12.0493,11.9806,10158.2,3037.69,8060.35,12125.71,6.43,3.25
2019,Neimenggu,17212.53,102.4,2415,6.8262,6.711,5051.1,1863.26,6763.136742,8586.133258,2.57,3.7
2019,Beijing,35445.13,102.3,2190,2.7024,13.0719,15063.7,114.38,5667.37,29663.38,2.63,1.3
2019,Jilin,11726.82,103,2448,5.8352,12.3615,4212.9,1287.32,4134.82,6304.68,-0.85,3.11
2019,Sichuan,46363.75,103.2,8351,21.8555,23.2333,21343,4807.52,17187.92,24368.31,3.61,3.31
2019,Tianjin,14055.46,102.7,1385,5.9637,8.8215,4218.2,185.41,4947.18,8922.87,1.43,3.53
2019,Ningxia,3748.48,102.1,717,1.5701,1.9446,1399.4,279.96,1587.07997,1881.44003,8.03,3.74
2019,Anhui,36845.49,102.7,6092,16.3085,16.9938,17862.1,2915.97,14970.0048,18959.5152,5.99,2.63
2019,Shandong,70540.48,103.2,10106,33.4595,28.2908,29251.2,5116.99,28171.78332,37251.70668,4.27,3.29
2019,Shanxi,16961.61,102.7,3497,9.0965,13.0328,7030.5,825.34,7466.3,8669.97,3.27,2.71
2019,Guangdong,107986.92,103.4,12489,28.4574,28.5306,42951.8,4350.61,43368.21,60268.1,8.08,2.25
2019,Guangxi,21237.14,103.7,4982,15.0344,12.9526,8200.9,3389.67,7046.43,10801.04,7.17,2.6
2019,Xinjiang,13597.11,101.9,2559,5.3898,4.3284,3617,1781.76,4784.44,7030.91,3.69,2.14
2019,Jiangsu,98656.82,103.1,8469,24.016,29.2128,37672.5,4297.24,43507.53,50852.05,2.08,3.03
2019,Jiangxi,24667.29,102.9,4516,17.5674,13.6353,10068.1,2057.7,10820.3,11789.29,6.56,2.93
2019,Hebei,34978.55,103,7447,19.5311,19.5352,12985.5,3518.44,13393.66359,18066.44955,4.71,3.12
2019,Henan,53717.75,103,9901,34.2063,30.8388,23476.1,4635.7,23035.55605,26046.49395,4.18,3.17
2019,Zhejiang,62461.99,102.9,6375,13.6437,16.0277,27343.8,2086.7,26299.51377,34075.77256,4.99,2.52
2019,Hainan,5330.84,103.4,995,2.4414,2.8429,1951.1,1079.01,1083.753478,3168.076522,6.76,2.25
2019,Hubei,45428.96,103.1,5927,18.6808,22.3087,22722.3,3809.41,18723.04944,22896.50056,4.27,2.44
2019,Hunan,39894.14,102.9,6640,20.2435,17.9174,16683.9,3647.23,15401.69649,20845.21351,3.11,2.73
2019,Gansu,8718.3,102.3,2509,6.2886,7.3433,3700.3,1059.33,2862.416345,4796.553655,3.85,3
2019,Fujian,42326.58,102.6,4137,8.5559,12.8545,18896.8,2595.53,20065.48,19665.57,6.8,3.5
2019,Xizang,1697.82,102.3,361,0.3839,0.5993,773.4,138.19,635.619938,924.010062,10.14,2.86
2019,Guizhou,16769.34,102.4,3848,11.4505,8.685,7468.2,2280.561026,5971.453545,8517.325429,6.7,3.11
2019,Liaoning,24855.26,102.4,4277,8.858,17.5373,9670.6,2177.97,9475.87,13201.42,-0.8,4.16
2019,Chongqing,23605.77,102.7,3188,10.1469,11.6503,11631.7,1551.59,9391.96,12662.22,2.91,2.62
2019,Shannxi,25793.17,102.9,3944,12.7426,17.2024,10213,1991.11,11779.4932,12022.5668,4.27,3.23
2019,Qinghai,2941.07,102.5,590,1.0351,0.9662,948.5,301.9,1153.92,1485.25,7.58,2.24
2019,Heilongjiang,13544.43,102.8,3255,6.5921,12.9204,5603.9,3183.2,3640.1,6721.13,-1.01,3.53