ProvEN,N_D_200115,N_D_200116,N_D_200117,N_D_200118,N_D_200119,N_D_200120,N_D_200121,N_D_200122,N_D_200123,N_D_200124,N_D_200125,N_D_200126,N_D_200127,N_D_200128,N_D_200129,N_D_200130,N_D_200131,N_D_200201,N_D_200202,N_D_200203,N_D_200204,N_D_200205,N_D_200206,N_D_200207,N_D_200208,N_D_200209,N_D_200210,N_D_200211,N_D_200212,N_D_200213,N_D_200214,N_D_200215,N_D_200216,N_D_200217,N_D_200218,N_D_200219,N_D_200220,N_D_200221,N_D_200222,N_D_200223,N_D_200224,N_D_200225,N_D_200226,N_D_200227,N_D_200228,N_D_200229,N_D_200301,N_D_200302,N_D_200303,N_D_200304,N_D_200305,N_D_200306,N_D_200307,N_D_200308,N_D_200309,N_D_200310,N_D_200311,N_D_200312,N_D_200313,N_D_200314,N_D_200315,N_D_200316,N_D_200317,N_D_200318,N_D_200319,N_D_200320,N_D_200321,N_D_200322,N_D_200323,N_D_200324,N_D_200325,N_D_200326,N_D_200327,N_D_200328,N_D_200329,N_D_200330,N_D_200331,N_D_200401,N_D_200402,N_D_200403,N_D_200404,N_D_200405,N_D_200406,N_D_200407,N_D_200408,N_D_200409,N_D_200410,N_D_200411,N_D_200412,N_D_200413,N_D_200414,N_D_200415,N_D_200416,N_D_200417,N_D_200418,N_D_200419,N_D_200420,N_D_200421,N_D_200422,N_D_200423,N_D_200424,N_D_200425,N_D_200426,N_D_200427,N_D_200428,N_D_200429,N_D_200430,N_D_200501,N_D_200502,N_D_200503,N_D_200504,N_D_200505,N_D_200506,N_D_200507,N_D_200508,N_D_200509,N_D_200510,N_D_200511,N_D_200512,N_D_200513,N_D_200514,N_D_200515,N_D_200516,N_D_200517,N_D_200518,N_D_200519,N_D_200520,N_D_200521,N_D_200522,N_D_200523,N_D_200524,N_D_200525,N_D_200526,N_D_200527,N_D_200528,N_D_200529,N_D_200530,N_D_200531,N_D_200601,N_D_200602,N_D_200603,N_D_200604,N_D_200605,N_D_200606,N_D_200607,N_D_200608,N_D_200609,N_D_200610,N_D_200611,N_D_200612,N_D_200613,N_D_200614,N_D_200615,N_D_200616,N_D_200617,N_D_200618,N_D_200619,N_D_200620,N_D_200621,N_D_200622,N_D_200623,N_D_200624,N_D_200625,N_D_200626,N_D_200627,N_D_200628,N_D_200629,N_D_200630,N_D_200701,N_D_200702,N_D_200703,N_D_200704,N_D_200705,N_D_200706,N_D_200707,N_D_200708,N_D_200709,N_D_200710,N_D_200711,N_D_200712,N_D_200713,N_D_200714,N_D_200715,N_D_200716,N_D_200717,N_D_200718,N_D_200719,N_D_200720,N_D_200721,N_D_200722,N_D_200723,N_D_200724,N_D_200725,N_D_200726,N_D_200727,N_D_200728,N_D_200729,N_D_200730,N_D_200731,N_D_200801,N_D_200802,N_D_200803,N_D_200804,N_D_200805,N_D_200806,N_D_200807,N_D_200808,N_D_200809,N_D_200810,N_D_200811,N_D_200812,N_D_200813,N_D_200814,N_D_200815,N_D_200816,N_D_200817,N_D_200818,N_D_200819,N_D_200820,N_D_200821,N_D_200822,N_D_200823,N_D_200824,N_D_200825,N_D_200826,N_D_200827,N_D_200828,N_D_200829,N_D_200830,N_D_200831,N_D_200901,N_D_200902,N_D_200903,N_D_200904,N_D_200905,N_D_200906,N_D_200907,N_D_200908,N_D_200909,N_D_200910,N_D_200911,N_D_200912,N_D_200913,N_D_200914,N_D_200915,N_D_200916,N_D_200917,N_D_200918,N_D_200919,N_D_200920,N_D_200921,N_D_200922,N_D_200923,N_D_200924,N_D_200925,N_D_200926,N_D_200927,N_D_200928,N_D_200929,N_D_200930,N_D_201001,N_D_201002,N_D_201003,N_D_201004,N_D_201005,N_D_201006,N_D_201007,N_D_201008,N_D_201009,N_D_201010,N_D_201011,N_D_201012,N_D_201013,N_D_201014,N_D_201015,N_D_201016,N_D_201017,N_D_201018,N_D_201019,N_D_201020,N_D_201021,N_D_201022,N_D_201023,N_D_201024,N_D_201025,N_D_201026,N_D_201027,N_D_201028,N_D_201029,N_D_201030,N_D_201031,N_D_201101,N_D_201102,N_D_201103,N_D_201104,N_D_201105,N_D_201106,N_D_201107,N_D_201108,N_D_201109,N_D_201110,N_D_201111,N_D_201112,N_D_201113,N_D_201114,N_D_201115,N_D_201116,N_D_201117,N_D_201118,N_D_201119,N_D_201120,N_D_201121,N_D_201122,N_D_201123,N_D_201124,N_D_201125,N_D_201126,N_D_201127,N_D_201128,N_D_201129,N_D_201130,N_D_201201,N_D_201202,N_D_201203,N_D_201204,N_D_201205,N_D_201206,N_D_201207,N_D_201208,N_D_201209,N_D_201210,N_D_201211,N_D_201212,N_D_201213,N_D_201214,N_D_201215,N_D_201216,N_D_201217,N_D_201218,N_D_201219,N_D_201220,N_D_201221,N_D_201222,N_D_201223,N_D_201224,N_D_201225,N_D_201226,N_D_201227,N_D_201228,N_D_201229,N_D_201230,N_D_201231,N_D_210101,N_D_210102,N_D_210103,N_D_210104,N_D_210105,N_D_210106,N_D_210107,N_D_210108,N_D_210109,N_D_210110,N_D_210111,N_D_210112,N_D_210113,N_D_210114,T_D_200115,T_D_200116,T_D_200117,T_D_200118,T_D_200119,T_D_200120,T_D_200121,T_D_200122,T_D_200123,T_D_200124,T_D_200125,T_D_200126,T_D_200127,T_D_200128,T_D_200129,T_D_200130,T_D_200131,T_D_200201,T_D_200202,T_D_200203,T_D_200204,T_D_200205,T_D_200206,T_D_200207,T_D_200208,T_D_200209,T_D_200210,T_D_200211,T_D_200212,T_D_200213,T_D_200214,T_D_200215,T_D_200216,T_D_200217,T_D_200218,T_D_200219,T_D_200220,T_D_200221,T_D_200222,T_D_200223,T_D_200224,T_D_200225,T_D_200226,T_D_200227,T_D_200228,T_D_200229,T_D_200301,T_D_200302,T_D_200303,T_D_200304,T_D_200305,T_D_200306,T_D_200307,T_D_200308,T_D_200309,T_D_200310,T_D_200311,T_D_200312,T_D_200313,T_D_200314,T_D_200315,T_D_200316,T_D_200317,T_D_200318,T_D_200319,T_D_200320,T_D_200321,T_D_200322,T_D_200323,T_D_200324,T_D_200325,T_D_200326,T_D_200327,T_D_200328,T_D_200329,T_D_200330,T_D_200331,T_D_200401,T_D_200402,T_D_200403,T_D_200404,T_D_200405,T_D_200406,T_D_200407,T_D_200408,T_D_200409,T_D_200410,T_D_200411,T_D_200412,T_D_200413,T_D_200414,T_D_200415,T_D_200416,T_D_200417,T_D_200418,T_D_200419,T_D_200420,T_D_200421,T_D_200422,T_D_200423,T_D_200424,T_D_200425,T_D_200426,T_D_200427,T_D_200428,T_D_200429,T_D_200430,T_D_200501,T_D_200502,T_D_200503,T_D_200504,T_D_200505,T_D_200506,T_D_200507,T_D_200508,T_D_200509,T_D_200510,T_D_200511,T_D_200512,T_D_200513,T_D_200514,T_D_200515,T_D_200516,T_D_200517,T_D_200518,T_D_200519,T_D_200520,T_D_200521,T_D_200522,T_D_200523,T_D_200524,T_D_200525,T_D_200526,T_D_200527,T_D_200528,T_D_200529,T_D_200530,T_D_200531,T_D_200601,T_D_200602,T_D_200603,T_D_200604,T_D_200605,T_D_200606,T_D_200607,T_D_200608,T_D_200609,T_D_200610,T_D_200611,T_D_200612,T_D_200613,T_D_200614,T_D_200615,T_D_200616,T_D_200617,T_D_200618,T_D_200619,T_D_200620,T_D_200621,T_D_200622,T_D_200623,T_D_200624,T_D_200625,T_D_200626,T_D_200627,T_D_200628,T_D_200629,T_D_200630,T_D_200701,T_D_200702,T_D_200703,T_D_200704,T_D_200705,T_D_200706,T_D_200707,T_D_200708,T_D_200709,T_D_200710,T_D_200711,T_D_200712,T_D_200713,T_D_200714,T_D_200715,T_D_200716,T_D_200717,T_D_200718,T_D_200719,T_D_200720,T_D_200721,T_D_200722,T_D_200723,T_D_200724,T_D_200725,T_D_200726,T_D_200727,T_D_200728,T_D_200729,T_D_200730,T_D_200731,T_D_200801,T_D_200802,T_D_200803,T_D_200804,T_D_200805,T_D_200806,T_D_200807,T_D_200808,T_D_200809,T_D_200810,T_D_200811,T_D_200812,T_D_200813,T_D_200814,T_D_200815,T_D_200816,T_D_200817,T_D_200818,T_D_200819,T_D_200820,T_D_200821,T_D_200822,T_D_200823,T_D_200824,T_D_200825,T_D_200826,T_D_200827,T_D_200828,T_D_200829,T_D_200830,T_D_200831,T_D_200901,T_D_200902,T_D_200903,T_D_200904,T_D_200905,T_D_200906,T_D_200907,T_D_200908,T_D_200909,T_D_200910,T_D_200911,T_D_200912,T_D_200913,T_D_200914,T_D_200915,T_D_200916,T_D_200917,T_D_200918,T_D_200919,T_D_200920,T_D_200921,T_D_200922,T_D_200923,T_D_200924,T_D_200925,T_D_200926,T_D_200927,T_D_200928,T_D_200929,T_D_200930,T_D_201001,T_D_201002,T_D_201003,T_D_201004,T_D_201005,T_D_201006,T_D_201007,T_D_201008,T_D_201009,T_D_201010,T_D_201011,T_D_201012,T_D_201013,T_D_201014,T_D_201015,T_D_201016,T_D_201017,T_D_201018,T_D_201019,T_D_201020,T_D_201021,T_D_201022,T_D_201023,T_D_201024,T_D_201025,T_D_201026,T_D_201027,T_D_201028,T_D_201029,T_D_201030,T_D_201031,T_D_201101,T_D_201102,T_D_201103,T_D_201104,T_D_201105,T_D_201106,T_D_201107,T_D_201108,T_D_201109,T_D_201110,T_D_201111,T_D_201112,T_D_201113,T_D_201114,T_D_201115,T_D_201116,T_D_201117,T_D_201118,T_D_201119,T_D_201120,T_D_201121,T_D_201122,T_D_201123,T_D_201124,T_D_201125,T_D_201126,T_D_201127,T_D_201128,T_D_201129,T_D_201130,T_D_201201,T_D_201202,T_D_201203,T_D_201204,T_D_201205,T_D_201206,T_D_201207,T_D_201208,T_D_201209,T_D_201210,T_D_201211,T_D_201212,T_D_201213,T_D_201214,T_D_201215,T_D_201216,T_D_201217,T_D_201218,T_D_201219,T_D_201220,T_D_201221,T_D_201222,T_D_201223,T_D_201224,T_D_201225,T_D_201226,T_D_201227,T_D_201228,T_D_201229,T_D_201230,T_D_201231,T_D_210101,T_D_210102,T_D_210103,T_D_210104,T_D_210105,T_D_210106,T_D_210107,T_D_210108,T_D_210109,T_D_210110,T_D_210111,T_D_210112,T_D_210113,T_D_210114,Death
Beijing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2920
Tianjin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1018
Hebei,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,2028
